playerId,fullName,firstName,lastName,currentAge,birthDate,rookie,primaryPosition,primaryPositionType,currentTeamId
8477934,Leon Draisaitl,Leon,Draisaitl,28,1995-10-27,,C,Forward,EDM
8482704,Jayden Grubbe,Jayden,Grubbe,21,2003-01-12,,C,Forward,EDM
8480468,James Hamblin,James,Hamblin,25,1999-04-27,,L,Forward,EDM
8474641,Adam Henrique,Adam,Henrique,34,1990-02-06,,C,Forward,EDM
8475786,Zach Hyman,Zach,Hyman,32,1992-06-09,,L,Forward,EDM
8477406,Mattias Janmark,Mattias,Janmark,31,1992-12-08,,C,Forward,EDM
8482162,Roby Jarventie,Roby,Jarventie,22,2002-08-08,,L,Forward,EDM
8475169,Evander Kane,Evander,Kane,33,1991-08-02,,L,Forward,EDM
8481534,Raphael Lavoie,Raphael,Lavoie,24,2000-09-25,,C,Forward,EDM
8478402,Connor McDavid,Connor,McDavid,27,1997-01-13,,C,Forward,EDM
8476454,Ryan Nugent-Hopkins,Ryan,Nugent-Hopkins,31,1993-04-12,,C,Forward,EDM
8478967,Lane Pederson,Lane,Pederson,27,1997-08-04,,C,Forward,EDM
8470621,Corey Perry,Corey,Perry,39,1985-05-16,,R,Forward,EDM
8482718,Matvey Petrov,Matvey,Petrov,21,2003-03-12,,L,Forward,EDM
8481491,Noah Philp,Noah,Philp,26,1998-08-31,,C,Forward,EDM
8481617,Vasily Podkolzin,Vasily,Podkolzin,23,2001-06-24,,R,Forward,EDM
8478585,Derek Ryan,Derek,Ryan,37,1986-12-29,,C,Forward,EDM
8483512,Matt Savoie,Matt,Savoie,20,2004-01-01,,C,Forward,EDM
8475784,Jeff Skinner,Jeff,Skinner,32,1992-05-16,,C,Forward,EDM
8483100,James Stefan,James,Stefan,21,2003-08-09,,R,Forward,EDM
8483847,Brady Stonehouse,Brady,Stonehouse,20,2004-08-06,,R,Forward,EDM
8484139,Beau Akey,Beau,Akey,19,2005-02-11,,D,Defenseman,EDM
8480803,Evan Bouchard,Evan,Bouchard,24,1999-10-20,,D,Defenseman,EDM
8477384,Joshua Brown,Joshua,Brown,30,1994-01-21,,D,Defenseman,EDM
8476941,Connor Carrick,Connor,Carrick,30,1994-04-13,,D,Defenseman,EDM
8479341,Cam Dineen,Cam,Dineen,26,1998-06-19,,D,Defenseman,EDM
8475218,Mattias Ekholm,Mattias,Ekholm,34,1990-05-24,,D,Defenseman,EDM
8480834,Ty Emberson,Ty,Emberson,24,2000-05-23,,D,Defenseman,EDM
8479416,Ben Gleason,Ben,Gleason,26,1998-03-25,,D,Defenseman,EDM
8480202,Noel Hoefenmayer,Noel,Hoefenmayer,25,1999-01-06,,D,Defenseman,EDM
8480274,Philip Kemp,Philip,Kemp,25,1999-02-12,,D,Defenseman,EDM
8476967,Brett Kulak,Brett,Kulak,30,1994-01-06,,D,Defenseman,EDM
8477498,Darnell Nurse,Darnell,Nurse,29,1995-02-04,,D,Defenseman,EDM
8479442,Troy Stecher,Troy,Stecher,30,1994-04-07,,D,Defenseman,EDM
8482902,Maximus Wanner,Maximus,Wanner,21,2003-03-12,,D,Defenseman,EDM
8481720,Nick Abruzzese,Nick,Abruzzese,25,1999-06-04,,C,Forward,TOR
8484158,Easton Cowan,Easton,Cowan,19,2005-05-20,,R,Forward,TOR
8480980,Connor Dewar,Connor,Dewar,25,1999-06-26,,C,Forward,TOR
8477503,Max Domi,Max,Domi,29,1995-03-02,,C,Forward,TOR
8483733,Nikita Grebenkin,Nikita,Grebenkin,21,2003-05-02,,R,Forward,TOR
8482130,Roni Hirvonen,Roni,Hirvonen,22,2002-01-10,,C,Forward,TOR
8480995,Pontus Holmberg,Pontus,Holmberg,25,1999-03-09,,R,Forward,TOR
8475714,Calle Jarnkrok,Calle,Jarnkrok,33,1991-09-25,,C,Forward,TOR
8480144,David Kampf,David,Kampf,29,1995-01-12,,C,Forward,TOR
8482720,Matthew Knies,Matthew,Knies,21,2002-10-17,,L,Forward,TOR
8482741,Braeden Kressler,Braeden,Kressler,21,2003-01-05,,C,Forward,TOR
8478483,Mitch Marner,Mitch,Marner,27,1997-05-05,,R,Forward,TOR
8479318,Auston Matthews,Auston,Matthews,27,1997-09-17,,C,Forward,TOR
8482259,Bobby McMann,Bobby,McMann,28,1996-06-15,,C,Forward,TOR
8483489,Fraser Minten,Fraser,Minten,20,2004-07-05,,C,Forward,TOR
8477939,William Nylander,William,Nylander,28,1996-05-01,,R,Forward,TOR
8480249,Cedric Pare,Cedric,Pare,25,1999-01-24,,C,Forward,TOR
8484901,Jacob Quillan,Jacob,Quillan,22,2002-02-02,,C,Forward,TOR
8471817,Ryan Reaves,Ryan,Reaves,37,1987-01-20,,R,Forward,TOR
8481582,Nicholas Robertson,Nicholas,Robertson,23,2001-09-11,,L,Forward,TOR
8482634,Alex Steeves,Alex,Steeves,24,1999-12-10,,C,Forward,TOR
8475166,John Tavares,John,Tavares,34,1990-09-20,,C,Forward,TOR
8482525,Ryan Tverberg,Ryan,Tverberg,22,2002-01-30,,C,Forward,TOR
8482880,Ty Voit,Ty,Voit,21,2003-06-10,,L,Forward,TOR
8481122,Simon Benoit,Simon,Benoit,26,1998-09-19,,D,Defenseman,TOR
8484805,Ben Danford,Ben,Danford,18,2006-02-06,,D,Defenseman,TOR
8475171,Oliver Ekman-Larsson,Oliver,Ekman-Larsson,33,1991-07-17,,D,Defenseman,TOR
8475825,Jani Hakanpää,Jani,Hakanpää,32,1992-03-31,,D,Defenseman,TOR
8481614,Mikko Kokkonen,Mikko,Kokkonen,23,2001-01-18,,D,Defenseman,TOR
8480043,Timothy Liljegren,Timothy,Liljegren,25,1999-04-30,,D,Defenseman,TOR
8479555,Nicolas Mattinen,Nicolas,Mattinen,26,1998-03-05,,D,Defenseman,TOR
8476931,Jake McCabe,Jake,McCabe,30,1993-10-12,,D,Defenseman,TOR
8477541,Dakota Mermis,Dakota,Mermis,30,1994-01-05,,D,Defenseman,TOR
8479026,Philippe Myers,Philippe,Myers,27,1997-01-25,,D,Defenseman,TOR
8482158,Topi Niemela,Topi,Niemela,22,2002-03-25,,D,Defenseman,TOR
8476853,Morgan Rielly,Morgan,Rielly,30,1994-03-09,,D,Defenseman,TOR
8483546,Marshall Rifai,Marshall,Rifai,26,1998-03-16,,D,Defenseman,TOR
8475690,Chris Tanev,Chris,Tanev,34,1989-12-20,,D,Defenseman,TOR
8479982,Conor Timmins,Conor,Timmins,26,1998-09-18,,D,Defenseman,TOR
8482174,William Villeneuve,William,Villeneuve,22,2002-03-20,,D,Defenseman,TOR
8481570,Cade Webber,Cade,Webber,23,2001-01-05,,D,Defenseman,TOR
8478074,Anthony Angello,Anthony,Angello,28,1996-03-06,,C,Forward,NSH
8476539,Jonathan Marchessault,Jonathan,Marchessault,33,1990-12-27,,C,Forward,NSH
8479356,Kieffer Bellows,Kieffer,Bellows,26,1998-06-10,,L,Forward,NSH
8482146,Luke Evangelista,Luke,Evangelista,22,2002-02-21,,R,Forward,NSH
8476887,Filip Forsberg,Filip,Forsberg,30,1994-08-13,,L,Forward,NSH
8483000,Jordan Frasca,Jordan,Frasca,23,2001-07-05,,C,Forward,NSH
8485005,Hiroki Gojsic,Hiroki,Gojsic,18,2006-05-01,,R,Forward,NSH
8476994,Vinnie Hinostroza,Vinnie,Hinostroza,30,1994-04-03,,C,Forward,NSH
8476873,Mark Jankowski,Mark,Jankowski,30,1994-09-13,,C,Forward,NSH
8483465,Joakim Kemell,Joakim,Kemell,20,2004-04-27,,R,Forward,NSH
8482742,Zachary L'Heureux,Zachary,L'Heureux,21,2003-05-15,,L,Forward,NSH
8481422,Jake Lucchini,Jake,Lucchini,29,1995-05-09,,C,Forward,NSH
8477446,Michael McCarron,Michael,McCarron,29,1995-03-07,,R,Forward,NSH
8481817,Navrin Mutter,Navrin,Mutter,23,2001-03-15,,L,Forward,NSH
8478438,Tommy Novak,Tommy,Novak,27,1997-04-28,,C,Forward,NSH
8474679,Gustav Nyquist,Gustav,Nyquist,35,1989-09-01,,C,Forward,NSH
8475158,Ryan O'Reilly,Ryan,O'Reilly,33,1991-02-07,,C,Forward,NSH
8481704,Juuso Parssinen,Juuso,Parssinen,23,2001-02-01,,C,Forward,NSH
8483513,Reid Schaefer,Reid,Schaefer,21,2003-09-21,,L,Forward,NSH
8476925,Colton Sissons,Colton,Sissons,30,1993-11-05,,C,Forward,NSH
8482062,Cole Smith,Cole,Smith,28,1995-10-28,,L,Forward,NSH
8474564,Steven Stamkos,Steven,Stamkos,34,1990-02-07,,C,Forward,NSH
8482768,Fedor Svechkov,Fedor,Svechkov,21,2003-04-05,,C,Forward,NSH
8481577,Philip Tomasino,Philip,Tomasino,23,2001-07-28,,C,Forward,NSH
8482103,Ozzy Wiesblatt,Ozzy,Wiesblatt,22,2002-03-09,,R,Forward,NSH
8483565,Nick Blankenburg,Nick,Blankenburg,26,1998-05-12,,D,Defenseman,NSH
8478851,Alexandre Carrier,Alexandre,Carrier,27,1996-10-08,,D,Defenseman,NSH
8481743,Marc Del Gaizo,Marc,Del Gaizo,24,1999-10-11,,D,Defenseman,NSH
8479371,Dante Fabbro,Dante,Fabbro,26,1998-06-20,,D,Defenseman,NSH
8484174,Andrew Gibson,Andrew,Gibson,19,2005-02-13,,D,Defenseman,NSH
8475857,Kevin Gravel,Kevin,Gravel,32,1992-03-06,,D,Defenseman,NSH
8483086,Jeremy Hanzel,Jeremy,Hanzel,21,2003-02-27,,D,Defenseman,NSH
8474600,Roman Josi,Roman,Josi,34,1990-06-01,,D,Defenseman,NSH
8478468,Jeremy Lauzon,Jeremy,Lauzon,27,1997-04-28,,D,Defenseman,NSH
8484256,Jake Livingstone,Jake,Livingstone,25,1999-04-16,,D,Defenseman,NSH
8482808,Jack Matier,Jack,Matier,21,2003-04-08,,D,Defenseman,NSH
8484196,Tanner Molendyk,Tanner,Molendyk,19,2005-02-03,,D,Defenseman,NSH
8482091,Luke Prokop,Luke,Prokop,22,2002-05-06,,D,Defenseman,NSH
8474568,Luke Schenn,Luke,Schenn,34,1989-11-02,,D,Defenseman,NSH
8476869,Brady Skjei,Brady,Skjei,30,1994-03-26,,D,Defenseman,NSH
8481056,Spencer Stastney,Spencer,Stastney,24,2000-01-04,,D,Defenseman,NSH
8482715,Ryan Ufko,Ryan,Ufko,21,2003-05-07,,D,Defenseman,NSH
8482482,Adam Wilsby,Adam,Wilsby,24,2000-08-07,,D,Defenseman,NSH
8482124,Quinton Byfield,Quinton,Byfield,22,2002-08-19,,R,Forward,LAK
8482160,Martin Chromiak,Martin,Chromiak,22,2002-08-20,,R,Forward,LAK
8476479,Phillip Danault,Phillip,Danault,31,1993-02-24,,C,Forward,LAK
8477942,Kevin Fiala,Kevin,Fiala,28,1996-07-22,,L,Forward,LAK
8477998,Warren Foegele,Warren,Foegele,28,1996-04-01,,L,Forward,LAK
8478446,Glenn Gawdin,Glenn,Gawdin,27,1997-03-25,,C,Forward,LAK
8484802,Liam Greentree,Liam,Greentree,18,2006-01-01,,R,Forward,LAK
8482466,Aatu Jamsen,Aatu,Jamsen,22,2002-07-22,,R,Forward,LAK
8479661,Tanner Jeannot,Tanner,Jeannot,27,1997-05-29,,L,Forward,LAK
8481560,Arthur Kaliyev,Arthur,Kaliyev,23,2001-06-26,,R,Forward,LAK
8477960,Adrian Kempe,Adrian,Kempe,28,1996-09-13,,R,Forward,LAK
8471685,Anze Kopitar,Anze,Kopitar,37,1987-08-24,,C,Forward,LAK
8482155,Alex Laferriere,Alex,Laferriere,22,2001-10-28,,R,Forward,LAK
8483052,Kaleb Lawrence,Kaleb,Lawrence,21,2003-01-10,,C,Forward,LAK
8473453,Trevor Lewis,Trevor,Lewis,37,1987-01-08,,C,Forward,LAK
8480805,Tyler Madden,Tyler,Madden,24,1999-11-09,,C,Forward,LAK
8482408,Jeff Malott,Jeff,Malott,28,1996-08-07,,L,Forward,LAK
8479675,Trevor Moore,Trevor,Moore,29,1995-03-31,,L,Forward,LAK
8482748,Francesco Pinelli,Francesco,Pinelli,21,2003-04-11,,C,Forward,LAK
8480021,Jack Studnicka,Jack,Studnicka,25,1999-02-18,,C,Forward,LAK
8480851,Akil Thomas,Akil,Thomas,24,2000-01-02,,C,Forward,LAK
8481532,Alex Turcotte,Alex,Turcotte,23,2001-02-26,,C,Forward,LAK
8483406,Taylor Ward,Taylor,Ward,26,1998-03-31,,R,Forward,LAK
8484243,Koehn Ziemmer,Koehn,Ziemmer,19,2004-12-08,,R,Forward,LAK
8479998,Mikey Anderson,Mikey,Anderson,25,1999-05-25,,D,Defenseman,LAK
8483699,Angus Booth,Angus,Booth,20,2004-04-27,,D,Defenseman,LAK
8477335,Kyle Burroughs,Kyle,Burroughs,29,1995-07-12,,D,Defenseman,LAK
8482730,Brandt Clarke,Brandt,Clarke,21,2003-02-09,,D,Defenseman,LAK
8474563,Drew Doughty,Drew,Doughty,34,1989-12-08,,D,Defenseman,LAK
8484163,Jakub Dvorak,Jakub,Dvorak,19,2005-05-25,,D,Defenseman,LAK
8476441,Joel Edmundson,Joel,Edmundson,31,1993-06-28,,D,Defenseman,LAK
8477971,Andreas Englund,Andreas,Englund,28,1996-01-21,,D,Defenseman,LAK
8478882,Vladislav Gavrikov,Vladislav,Gavrikov,28,1995-11-21,,D,Defenseman,LAK
8478176,Joe Hicketts,Joe,Hicketts,28,1996-05-04,,D,Defenseman,LAK
8478452,Caleb Jones,Caleb,Jones,27,1997-06-06,,D,Defenseman,LAK
8481051,Cole Krygier,Cole,Krygier,24,2000-05-05,,D,Defenseman,LAK
8479421,Jacob Moverare,Jacob,Moverare,26,1998-08-31,,D,Defenseman,LAK
8481606,Jordan Spence,Jordan,Spence,23,2001-02-24,,D,Defenseman,LAK
8480054,Reilly Walsh,Reilly,Walsh,25,1999-04-21,,D,Defenseman,LAK
8474715,Cameron Atkinson,Cameron,Atkinson,35,1989-06-05,,R,Forward,TBL
8482070,Mitchell Chaffee,Mitchell,Chaffee,26,1998-01-26,,R,Forward,TBL
8478519,Anthony Cirelli,Anthony,Cirelli,27,1997-07-15,,C,Forward,TBL
8482663,Dylan Duke,Dylan,Duke,21,2003-03-04,,L,Forward,TBL
8482454,Jaydon Dureau,Jaydon,Dureau,23,2001-01-20,,L,Forward,TBL
8483437,Lucas Edmonds,Lucas,Edmonds,23,2001-01-27,,R,Forward,TBL
8479591,Michael Eyssimont,Michael,Eyssimont,28,1996-09-09,,C,Forward,TBL
8482090,Jack Finley,Jack,Finley,22,2002-09-02,,C,Forward,TBL
8480863,Gabriel Fortier,Gabriel,Fortier,24,2000-02-06,,L,Forward,TBL
8484173,Ethan Gauthier,Ethan,Gauthier,19,2005-01-26,,R,Forward,TBL
8483447,Conor Geekie,Conor,Geekie,20,2004-05-05,,C,Forward,TBL
8476878,Zemgus Girgensons,Zemgus,Girgensons,30,1994-01-05,,C,Forward,TBL
8476822,Luke Glendening,Luke,Glendening,35,1989-04-28,,C,Forward,TBL
8482201,Gage Goncalves,Gage,Goncalves,23,2001-01-16,,C,Forward,TBL
8482168,Maxim Groshev,Maxim,Groshev,22,2001-12-14,,R,Forward,TBL
8477404,Jake Guentzel,Jake,Guentzel,29,1994-10-06,,C,Forward,TBL
8479542,Brandon Hagel,Brandon,Hagel,26,1998-08-27,,L,Forward,TBL
8482757,Niko Huuhtanen,Niko,Huuhtanen,21,2003-06-26,,R,Forward,TBL
8476453,Nikita Kucherov,Nikita,Kucherov,31,1993-06-17,,R,Forward,TBL
8477426,Nicholas Paul,Nicholas,Paul,29,1995-03-20,,L,Forward,TBL
8478010,Brayden Point,Brayden,Point,28,1996-03-13,,C,Forward,TBL
8483921,Milo Roelens,Milo,Roelens,21,2003-01-16,,C,Forward,TBL
8477839,Conor Sheary,Conor,Sheary,32,1992-06-08,,L,Forward,TBL
8482449,Lukas Svejkovsky,Lukas,Svejkovsky,22,2001-11-28,,C,Forward,TBL
8484507,Gabriel Szturc,Gabriel,Szturc,21,2003-09-24,,C,Forward,TBL
8483398,Declan Carlile,Declan,Carlile,24,2000-05-18,,D,Defenseman,TBL
8478416,Erik Cernak,Erik,Cernak,27,1997-05-28,,D,Defenseman,TBL
8481719,Maxwell Crozier,Maxwell,Crozier,24,2000-04-19,,D,Defenseman,TBL
8483692,Dyllan Gill,Dyllan,Gill,20,2004-06-07,,D,Defenseman,TBL
8475167,Victor Hedman,Victor,Hedman,33,1990-12-18,,D,Defenseman,TBL
8482929,Emil Lilleberg,Emil,Lilleberg,23,2001-02-02,,D,Defenseman,TBL
8474151,Ryan McDonagh,Ryan,McDonagh,35,1989-06-13,,D,Defenseman,TBL
8482655,Janis Moser,Janis,Moser,24,2000-06-06,,D,Defenseman,TBL
8481110,Tobie Paquette-Bisson,Tobie,Paquette-Bisson,27,1997-02-01,,D,Defenseman,TBL
8480246,Nick Perbix,Nick,Perbix,26,1998-06-15,,D,Defenseman,TBL
8478178,Darren Raddysh,Darren,Raddysh,28,1996-02-28,,D,Defenseman,TBL
8477463,Steven Santini,Steven,Santini,29,1995-03-07,,D,Defenseman,TBL
8482693,Roman Schmidt,Roman,Schmidt,21,2003-02-27,,D,Defenseman,TBL
8479944,Zach Aston-Reese,Zach,Aston-Reese,30,1994-08-10,,C,Forward,VGK
8477964,Ivan Barbashev,Ivan,Barbashev,28,1995-12-14,,C,Forward,VGK
8482724,Jakub Brabenec,Jakub,Brabenec,21,2003-09-11,,C,Forward,VGK
8482153,Brendan Brisson,Brendan,Brisson,22,2001-10-22,,C,Forward,VGK
8482250,Callahan Burke,Callahan,Burke,27,1997-03-19,,C,Forward,VGK
8484155,Mathieu Cataford,Mathieu,Cataford,19,2005-03-01,,C,Forward,VGK
8482933,Jakub Demek,Jakub,Demek,21,2003-06-06,,C,Forward,VGK
8480844,Grigori Denisenko,Grigori,Denisenko,24,2000-06-24,,L,Forward,VGK
8481604,Pavel Dorofeyev,Pavel,Dorofeyev,23,2000-10-26,,L,Forward,VGK
8478403,Jack Eichel,Jack,Eichel,27,1996-10-28,,C,Forward,VGK
8477419,Mason Geertsen,Mason,Geertsen,29,1995-04-19,,L,Forward,VGK
8483451,Jordan Gustafson,Jordan,Gustafson,20,2004-01-20,,C,Forward,VGK
8483748,Ben Hemmerling,Ben,Hemmerling,20,2004-04-21,,R,Forward,VGK
8476881,Tomas Hertl,Tomas,Hertl,30,1993-11-12,,C,Forward,VGK
8482125,Alexander Holtz,Alexander,Holtz,22,2002-01-23,,R,Forward,VGK
8479353,Brett Howden,Brett,Howden,26,1998-03-29,,C,Forward,VGK
8476448,William Karlsson,William,Karlsson,31,1993-01-08,,C,Forward,VGK
8478434,Keegan Kolesar,Keegan,Kolesar,27,1997-04-08,,R,Forward,VGK
8479550,Tanner Laczynski,Tanner,Laczynski,27,1997-06-01,,C,Forward,VGK
8481462,Mason Morelli,Mason,Morelli,28,1996-02-01,,L,Forward,VGK
8478109,Victor Olofsson,Victor,Olofsson,29,1995-07-18,,R,Forward,VGK
8479748,Gage Quinney,Gage,Quinney,29,1995-07-29,,C,Forward,VGK
8480007,Jonas Rondbjerg,Jonas,Rondbjerg,25,1999-03-31,,R,Forward,VGK
8478462,Nicolas Roy,Nicolas,Roy,27,1997-02-05,,C,Forward,VGK
8483511,Matyas Sapovaliv,Matyas,Sapovaliv,20,2004-02-12,,C,Forward,VGK
8475913,Mark Stone,Mark,Stone,32,1992-05-13,,R,Forward,VGK
8482688,Daniil Chayka,Daniil,Chayka,21,2002-10-22,,D,Defenseman,VGK
8482141,Lukas Cormier,Lukas,Cormier,22,2002-03-27,,D,Defenseman,VGK
8483829,Joe Fleming,Joe,Fleming,21,2003-06-19,,D,Defenseman,VGK
8477462,Robert Hagg,Robert,Hagg,29,1995-02-08,,D,Defenseman,VGK
8479980,Nicolas Hague,Nicolas,Hague,25,1998-12-05,,D,Defenseman,VGK
8478396,Noah Hanifin,Noah,Hanifin,27,1997-01-25,,D,Defenseman,VGK
8477018,Ben Hutton,Ben,Hutton,31,1993-04-20,,D,Defenseman,VGK
8481527,Kaedan Korczak,Kaedan,Korczak,23,2001-01-29,,D,Defenseman,VGK
8478062,Dysin Mayo,Dysin,Mayo,28,1996-08-17,,D,Defenseman,VGK
8475188,Brayden McNabb,Brayden,McNabb,33,1991-01-21,,D,Defenseman,VGK
8474565,Alex Pietrangelo,Alex,Pietrangelo,34,1990-01-18,,D,Defenseman,VGK
8482138,Christoffer Sedoff,Christoffer,Sedoff,22,2002-02-20,,D,Defenseman,VGK
8477447,Shea Theodore,Shea,Theodore,29,1995-08-03,,D,Defenseman,VGK
8480727,Zach Whitecloud,Zach,Whitecloud,27,1996-11-28,,D,Defenseman,VGK
8478445,Mathew Barzal,Mathew,Barzal,27,1997-05-26,,C,Forward,NYI
8475231,Casey Cizikas,Casey,Cizikas,33,1991-02-27,,C,Forward,NYI
8477407,Anthony Duclair,Anthony,Duclair,29,1995-08-26,,L,Forward,NYI
8482207,William Dufour,William,Dufour,22,2002-01-28,,R,Forward,NYI
8478115,Pierre Engvall,Pierre,Engvall,28,1996-05-31,,L,Forward,NYI
8477392,Hudson Fasching,Hudson,Fasching,29,1995-07-28,,R,Forward,NYI
8480853,Liam Foudy,Liam,Foudy,24,2000-02-04,,C,Forward,NYI
8483553,Marc Gatcomb,Marc,Gatcomb,25,1999-07-22,,C,Forward,NYI
8479328,Julien Gauthier,Julien,Gauthier,26,1997-10-15,,R,Forward,NYI
8481601,Simon Holmstrom,Simon,Holmstrom,23,2001-05-24,,R,Forward,NYI
8477500,Bo Horvat,Bo,Horvat,29,1995-04-05,,C,Forward,NYI
8482154,Alex Jefferies,Alex,Jefferies,22,2001-11-08,,L,Forward,NYI
8479518,Fredrik Karlstrom,Fredrik,Karlstrom,26,1998-01-12,,C,Forward,NYI
8483104,Daylan Kuefler,Daylan,Kuefler,22,2002-02-10,,L,Forward,NYI
8475314,Anders Lee,Anders,Lee,34,1990-07-03,,L,Forward,NYI
8482882,Eetu Liukas,Eetu,Liukas,22,2002-09-25,,L,Forward,NYI
8481237,Kyle MacLean,Kyle,MacLean,25,1999-04-29,,C,Forward,NYI
8483062,Matthew Maggio,Matthew,Maggio,21,2002-11-25,,R,Forward,NYI
8475754,Brock Nelson,Brock,Nelson,32,1991-10-15,,C,Forward,NYI
8484208,Jesse Nurmi,Jesse,Nurmi,19,2005-03-07,,L,Forward,NYI
8476419,Jean-Gabriel Pageau,Jean-Gabriel,Pageau,31,1992-11-11,,C,Forward,NYI
8475151,Kyle Palmieri,Kyle,Palmieri,33,1991-02-01,,C,Forward,NYI
8484830,Camden Thiesing,Camden,Thiesing,23,2001-03-26,,C,Forward,NYI
8481740,Tyce Thompson,Tyce,Thompson,25,1999-07-12,,R,Forward,NYI
8484958,Maxim Tsyplakov,Maxim,Tsyplakov,26,1998-09-19,,R,Forward,NYI
8480789,Oliver Wahlstrom,Oliver,Wahlstrom,24,2000-06-13,,R,Forward,NYI
8481541,Samuel Bolduc,Samuel,Bolduc,23,2000-12-09,,D,Defenseman,NYI
8479395,Dennis Cholowski,Dennis,Cholowski,26,1998-02-15,,D,Defenseman,NYI
8480865,Noah Dobson,Noah,Dobson,24,2000-01-07,,D,Defenseman,NYI
8484263,Aidan Fulp,Aidan,Fulp,24,2000-02-29,,D,Defenseman,NYI
8483448,Isaiah George,Isaiah,George,20,2004-02-15,,D,Defenseman,NYI
8480306,Grant Hutton,Grant,Hutton,29,1995-07-25,,D,Defenseman,NYI
8476429,Scott Mayfield,Scott,Mayfield,31,1992-10-14,,D,Defenseman,NYI
8484262,Travis Mitchell,Travis,Mitchell,24,1999-11-25,,D,Defenseman,NYI
8483498,Calle Odelius,Calle,Odelius,20,2004-05-30,,D,Defenseman,NYI
8476917,Adam Pelech,Adam,Pelech,30,1994-08-16,,D,Defenseman,NYI
8484766,Jesse Pulkkinen,Jesse,Pulkkinen,19,2004-12-27,,D,Defenseman,NYI
8477506,Ryan Pulock,Ryan,Pulock,29,1994-10-06,,D,Defenseman,NYI
8476422,Mike Reilly,Mike,Reilly,31,1993-07-13,,D,Defenseman,NYI
8481014,Alexander Romanov,Alexander,Romanov,24,2000-01-06,,D,Defenseman,NYI
8481569,Marshall Warren,Marshall,Warren,23,2001-04-20,,D,Defenseman,NYI
8481543,Nikita Alexandrov,Nikita,Alexandrov,24,2000-09-16,,C,Forward,STL
8482737,Zack Bolduc,Zack,Bolduc,21,2003-02-24,,C,Forward,STL
8477402,Pavel Buchnevich,Pavel,Buchnevich,29,1995-04-17,,L,Forward,STL
8482784,Zach Dean,Zach,Dean,21,2003-01-04,,C,Forward,STL
8482156,Tanner Dickinson,Tanner,Dickinson,22,2002-03-05,,C,Forward,STL
8484164,Dalibor Dvorsky,Dalibor,Dvorsky,19,2005-06-15,,C,Forward,STL
8476889,Radek Faksa,Radek,Faksa,30,1994-01-09,,C,Forward,STL
8482077,Dylan Holloway,Dylan,Holloway,23,2001-09-23,,C,Forward,STL
8478472,Mathieu Joseph,Mathieu,Joseph,27,1997-02-09,,R,Forward,STL
8477953,Kasperi Kapanen,Kasperi,Kapanen,28,1996-07-23,,R,Forward,STL
8483463,Aleksanteri Kaskimaki,Aleksanteri,Kaskimaki,20,2004-02-06,,C,Forward,STL
8479385,Jordan Kyrou,Jordan,Kyrou,26,1998-05-05,,C,Forward,STL
8481000,Mathias Laferriere,Mathias,Laferriere,24,2000-06-27,,R,Forward,STL
8482089,Jake Neighbours,Jake,Neighbours,22,2002-03-29,,L,Forward,STL
8482121,Dylan Peterson,Dylan,Peterson,22,2002-01-08,,C,Forward,STL
8482716,Simon Robertsson,Simon,Robertsson,21,2003-02-05,,R,Forward,STL
8476438,Brandon Saad,Brandon,Saad,31,1992-10-27,,L,Forward,STL
8475170,Brayden Schenn,Brayden,Schenn,33,1991-08-22,,C,Forward,STL
8476897,Oskar Sundqvist,Oskar,Sundqvist,30,1994-03-23,,C,Forward,STL
8484951,Marcus Sylvegard,Marcus,Sylvegard,25,1999-05-04,,R,Forward,STL
8480074,Alexandre Texier,Alexandre,Texier,25,1999-09-13,,C,Forward,STL
8480023,Robert Thomas,Robert,Thomas,25,1999-07-02,,C,Forward,STL
8480281,Alexey Toropchenko,Alexey,Toropchenko,25,1999-06-25,,R,Forward,STL
8477573,Nathan Walker,Nathan,Walker,30,1994-02-07,,L,Forward,STL
8483061,Jeremie Biakabutuka,Jeremie,Biakabutuka,22,2002-03-05,,D,Defenseman,STL
8481598,Philip Broberg,Philip,Broberg,23,2001-06-25,,D,Defenseman,STL
8483427,Michael Buchinger,Michael,Buchinger,20,2004-04-25,,D,Defenseman,STL
8475753,Justin Faulk,Justin,Faulk,32,1992-03-20,,D,Defenseman,STL
8483764,Marc-Andre Gaudet,Marc-Andre,Gaudet,20,2003-10-24,,D,Defenseman,STL
8484790,Adam Jiricek,Adam,Jiricek,18,2006-06-28,,D,Defenseman,STL
8482499,Samuel Johannesson,Samuel,Johannesson,23,2000-12-27,,D,Defenseman,STL
8480058,Pierre-Olivier Joseph,Pierre-Olivier,Joseph,25,1999-07-01,,D,Defenseman,STL
8482516,Matthew Kessel,Matthew,Kessel,24,2000-06-23,,D,Defenseman,STL
8476792,Torey Krug,Torey,Krug,33,1991-04-12,,D,Defenseman,STL
8475181,Nick Leddy,Nick,Leddy,33,1991-03-20,,D,Defenseman,STL
8482478,Leo Loof,Leo,Loof,22,2002-04-25,,D,Defenseman,STL
8484114,Anton Malmstrom,Anton,Malmstrom,24,2000-03-08,,D,Defenseman,STL
8476892,Colton Parayko,Colton,Parayko,31,1993-05-12,,D,Defenseman,STL
8481059,Scott Perunovich,Scott,Perunovich,26,1998-08-18,,D,Defenseman,STL
8481461,Corey Schueneman,Corey,Schueneman,29,1995-09-02,,D,Defenseman,STL
